MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.4280622000,-122.0699229000,-29.260800443267783,2.0198598,0.1,344.83746,1594247376436,,,,
Fix,GT,37.4280827000,-122.0699285000,-29.274163610000244,2.646997,0.1,347.04666,1594247377436,,,,
Fix,GT,37.4281095000,-122.0699338000,-29.277162654096855,3.4058409,0.1,350.68768,1594247378436,,,,
Fix,GT,37.4281440000,-122.0699358000,-29.27525321167468,4.298778,0.1,357.2353,1594247379436,,,,
Fix,GT,37.4281857000,-122.0699354000,-29.343341376614944,4.8966603,0.1,0.25088254,1594247380436,,,,
Fix,GT,37.4282297000,-122.0699351000,-29.387889495625927,4.832736,0.1,359.72406,1594247381436,,,,
Fix,GT,37.4282719000,-122.0699455000,-29.399164482755168,4.58728,0.1,345.6044,1594247382436,,,,
Fix,GT,37.4283046000,-122.0699784000,-29.424439070474477,4.567645,0.1,318.57974,1594247383436,,,,
Fix,GT,37.4283224000,-122.0700275000,-29.483615738522076,4.7685475,0.1,291.8788,1594247384436,,,,
Fix,GT,37.4283235000,-122.0700816000,-29.54525264411319,4.634245,0.1,267.89618,1594247385436,,,,
Fix,GT,37.4283036000,-122.0701280000,-29.64443023078769,4.495391,0.1,237.91441,1594247386436,,,,
Fix,GT,37.4282671000,-122.0701549000,-29.783970526257804,4.730199,0.1,207.74208,1594247387436,,,,
Fix,GT,37.4282224000,-122.0701623000,-29.899977907687344,5.0203657,0.1,185.90715,1594247388436,,,,
Fix,GT,37.4281743000,-122.0701612000,-29.714269589664468,5.724146,0.1,179.08842,1594247389436,,,,
Fix,GT,37.4281188000,-122.0701598000,-29.523268717565088,6.570731,0.1,178.7243,1594247390436,,,,
Fix,GT,37.4280572000,-122.0701581000,-29.504793520394685,6.9969826,0.1,178.66795,1594247391436,,,,
Fix,GT,37.4279944000,-122.0701563000,-29.6057843173935,6.8798018,0.1,178.74786,1594247392436,,,,
Fix,GT,37.4279327000,-122.0701542000,-29.560262099724696,6.80859,0.1,178.62325,1594247393436,,,,
Fix,GT,37.4278701000,-122.0701519000,-29.382544153808908,7.167868,0.1,178.46085,1594247394436,,,,
Fix,GT,37.4278037000,-122.0701497000,-29.34297870221735,7.652211,0.1,178.84813,1594247395436,,,,
Fix,GT,37.4277315000,-122.0701482000,-29.42805163395252,8.293187,0.1,179.36588,1594247396436,,,,
Fix,GT,37.4276552000,-122.0701473000,-29.31609948628966,8.6084385,0.1,179.82182,1594247397436,,,,
Fix,GT,37.4275775000,-122.0701457000,-29.201809455683133,8.486961,0.1,179.09918,1594247398436,,,,
Fix,GT,37.4275046000,-122.0701429000,-29.326155158340953,7.7734003,0.1,178.63675,1594247399436,,,,
Fix,GT,37.4274376000,-122.0701405000,-29.267632785936485,6.951748,0.1,179.26768,1594247400436,,,,
Fix,GT,37.4273817000,-122.0701453000,-29.11190604751073,5.50469,0.1,187.59187,1594247401436,,,,
Fix,GT,37.4273431000,-122.0701698000,-29.032712085657295,4.4348364,0.1,211.93947,1594247402436,,,,
Fix,GT,37.4273274000,-122.0702123000,-28.964163802256508,4.0716343,0.1,246.4606,1594247403436,,,,
Fix,GT,37.4273246000,-122.0702604000,-28.923349461379303,4.3738284,0.1,264.80466,1594247404436,,,,
Fix,GT,37.4273157000,-122.0703070000,-28.869623913139094,4.0371356,0.1,254.16147,1594247405436,,,,
Fix,GT,37.4272916000,-122.0703425000,-28.816526980245726,4.1355424,0.1,227.87862,1594247406436,,,,
Fix,GT,37.4272532000,-122.0703620000,-28.795251765427338,4.81173,0.1,201.0309,1594247407436,,,,
Fix,GT,37.4272053000,-122.0703689000,-28.857793282399257,5.793841,0.1,185.70482,1594247408436,,,,
Fix,GT,37.4271483000,-122.0703734000,-28.962977634459776,6.902,0.1,183.35487,1594247409436,,,,
Fix,GT,37.4270821000,-122.0703768000,-29.107616279613694,7.581908,0.1,181.77444,1594247410436,,,,
Fix,GT,37.4270134000,-122.0703778000,-28.94762302812933,7.5067086,0.1,180.1221,1594247411436,,,,
Fix,GT,37.4269494000,-122.0703762000,-28.86308492152068,6.6590567,0.1,177.48566,1594247412436,,,,
Fix,GT,37.4268949000,-122.0703590000,-28.800075822352596,5.835578,0.1,160.8022,1594247413436,,,,
Fix,GT,37.4268570000,-122.0703153000,-28.808075599459244,5.4300137,0.1,131.77853,1594247414436,,,,
Fix,GT,37.4268419000,-122.0702573000,-28.829341441822407,5.23062,0.1,105.76008,1594247415436,,,,
Fix,GT,37.4268301000,-122.0702019000,-28.874341518116353,4.8929644,0.1,107.9486,1594247416436,,,,
Fix,GT,37.4268050000,-122.0701604000,-28.895801544189453,4.4797,0.1,131.41554,1594247417436,,,,
Fix,GT,37.4267654000,-122.0701418000,-28.743792958686527,5.1802497,0.1,160.5775,1594247418436,,,,
Fix,GT,37.4267146000,-122.0701345000,-28.93324409449815,6.3059597,0.1,175.09749,1594247419436,,,,
Fix,GT,37.4266523000,-122.0701327000,-29.065155474483618,7.486925,0.1,179.47864,1594247420436,,,,
Fix,GT,37.4265832000,-122.0701317000,-29.202519369958736,7.7535295,0.1,179.96014,1594247421436,,,,
Fix,GT,37.4265149000,-122.0701309000,-29.032721461509936,7.303338,0.1,180.24693,1594247422436,,,,
Fix,GT,37.4264533000,-122.0701309000,-28.87389857843425,6.232419,0.1,181.41483,1594247423436,,,,
Fix,GT,37.4264039000,-122.0701421000,-28.604793017754787,5.245075,0.1,195.60168,1594247424436,,,,
Fix,GT,37.4263691000,-122.0701773000,-28.77717290321266,4.9367456,0.1,223.81757,1594247425436,,,,
Fix,GT,37.4263541000,-122.0702277000,-28.82488977082062,4.8259697,0.1,252.74557,1594247426436,,,,
Fix,GT,37.4263550000,-122.0702821000,-28.776260824668043,4.767647,0.1,274.37985,1594247427436,,,,
Fix,GT,37.4263746000,-122.0703255000,-28.688534881189867,4.3031864,0.1,304.5651,1594247428436,,,,
Fix,GT,37.4264110000,-122.0703445000,-28.59982580968085,4.744862,0.1,339.29895,1594247429436,,,,
Fix,GT,37.4264573000,-122.0703478000,-28.52321939090683,5.587888,0.1,357.59912,1594247430436,,,,
Fix,GT,37.4265107000,-122.0703477000,-28.709978586696366,6.200184,0.1,0.4675928,1594247431436,,,,
Fix,GT,37.4265681000,-122.0703463000,-28.796430630377188,6.4839306,0.1,1.6957046,1594247432436,,,,
Fix,GT,37.4266272000,-122.0703442000,-28.855526536311118,6.6284266,0.1,1.7083455,1594247433436,,,,
Fix,GT,37.4266873000,-122.0703437000,-28.82498651964761,6.67548,0.1,0.11751641,1594247434436,,,,
Fix,GT,37.4267470000,-122.0703453000,-28.75699458051713,6.5465307,0.1,359.05817,1594247435436,,,,
Fix,GT,37.4268055000,-122.0703471000,-28.563262332749048,6.5031905,0.1,358.59143,1594247436436,,,,
Fix,GT,37.4268650000,-122.0703498000,-28.750704502094834,6.755663,0.1,358.15308,1594247437436,,,,
Fix,GT,37.4269279000,-122.0703514000,-28.80780029296875,7.2488565,0.1,358.98062,1594247438436,,,,
Fix,GT,37.4269956000,-122.0703526000,-28.901155221991303,7.8189898,0.1,359.4572,1594247439436,,,,
Fix,GT,37.4270689000,-122.0703533000,-28.992058076078138,8.416086,0.1,359.75397,1594247440436,,,,
Fix,GT,37.4271460000,-122.0703543000,-29.04790566646568,8.525492,0.1,359.53876,1594247441436,,,,
Fix,GT,37.4272211000,-122.0703544000,-28.884994838009334,8.168953,0.1,0.5756811,1594247442436,,,,
Fix,GT,37.4272934000,-122.0703530000,-28.75917220371639,7.9950676,0.1,1.1036056,1594247443436,,,,
Fix,GT,37.4273678000,-122.0703515000,-28.869155636839423,8.605493,0.1,0.9214832,1594247444436,,,,
Fix,GT,37.4274485000,-122.0703507000,-28.955695411150373,9.248184,0.1,0.4866342,1594247445436,,,,
Fix,GT,37.4275333000,-122.0703507000,-29.06980948947887,9.537374,0.1,0.09259825,1594247446436,,,,
Fix,GT,37.4276203000,-122.0703507000,-29.039155714563776,9.805161,0.1,0.19908668,1594247447436,,,,
Fix,GT,37.4277105000,-122.0703504000,-29.11733339103273,10.193233,0.1,0.3685206,1594247448436,,,,
Fix,GT,37.4278024000,-122.0703497000,-29.162889984944457,10.113404,0.1,0.61096704,1594247449436,,,,
Fix,GT,37.4278927000,-122.0703483000,-29.21651115570296,9.93631,0.1,0.82408315,1594247450436,,,,
Fix,GT,37.4279813000,-122.0703466000,-29.290163323802062,9.663082,0.1,1.1661192,1594247451436,,,,
Fix,GT,37.4280653000,-122.0703437000,-29.309252577951895,8.864291,0.1,1.933073,1594247452436,,,,
Fix,GT,37.4281390000,-122.0703395000,-29.341615879873075,7.492471,0.1,2.7392528,1594247453436,,,,
Fix,GT,37.4281996000,-122.0703363000,-29.41152698597591,5.9422727,0.1,1.460506,1594247454436,,,,
Fix,GT,37.4282484000,-122.0703423000,-29.465615215170374,5.116653,0.1,351.61697,1594247455436,,,,
Fix,GT,37.4282890000,-122.0703658000,-29.484074978148783,4.7039533,0.1,331.61563,1594247456436,,,,
Fix,GT,37.4283153000,-122.0704079000,-29.440995455717257,4.7779827,0.1,305.09155,1594247457436,,,,
Fix,GT,37.4283269000,-122.0704651000,-29.31689868437303,5.5529575,0.1,281.77405,1594247458436,,,,
Fix,GT,37.4283294000,-122.0705331000,-29.206082377346945,6.2486014,0.1,272.30515,1594247459436,,,,
Fix,GT,37.4283315000,-122.0706025000,-29.11189701870319,5.9648504,0.1,272.1859,1594247460436,,,,
Fix,GT,37.4283330000,-122.0706682000,-29.051182069795402,5.6856804,0.1,271.44232,1594247461436,,,,
Fix,GT,37.4283336000,-122.0707340000,-29.068525709191363,6.2234473,0.1,270.72296,1594247462436,,,,
Fix,GT,37.4283340000,-122.0708110000,-29.13915576377019,7.416132,0.1,270.17947,1594247463436,,,,
Fix,GT,37.4283331000,-122.0708999000,-29.236703719490833,8.212622,0.1,269.35788,1594247464436,,,,
Fix,GT,37.4283317000,-122.0709968000,-29.347155954505183,8.864422,0.1,269.09433,1594247465436,,,,
Fix,GT,37.4283301000,-122.0710971000,-29.340897098662026,8.801385,0.1,269.01138,1594247466436,,,,
Fix,GT,37.4283282000,-122.0711940000,-29.188907248577323,8.234579,0.1,268.79156,1594247467436,,,,
Fix,GT,37.4283275000,-122.0712821000,-29.033170629330755,7.5296087,0.1,270.2357,1594247468436,,,,
Fix,GT,37.4283280000,-122.0713646000,-28.927446587989152,7.176496,0.1,270.99826,1594247469436,,,,
Fix,GT,37.4283298000,-122.0714461000,-28.950793361201477,7.389855,0.1,272.06668,1594247470436,,,,
Fix,GT,37.4283335000,-122.0715324000,-29.024889849129977,7.846656,0.1,273.6073,1594247471436,,,,
Fix,GT,37.4283385000,-122.0716204000,-29.114066350917597,7.6599493,0.1,274.17908,1594247472436,,,,
Fix,GT,37.4283428000,-122.0717048000,-29.16834873020349,7.3732834,0.1,273.2341,1594247473436,,,,
Fix,GT,37.4283421000,-122.0717862000,-29.130712866469594,6.9055896,0.1,266.59256,1594247474436,,,,
Fix,GT,37.4283243000,-122.0718569000,-29.056172202618995,6.1847467,0.1,246.86458,1594247475436,,,,
Fix,GT,37.4282860000,-122.0719065000,-29.043889642790646,5.9174414,0.1,220.17708,1594247476436,,,,
Fix,GT,37.4282350000,-122.0719298000,-29.031977895052705,6.1775246,0.1,195.04366,1594247477436,,,,
Fix,GT,37.4281756000,-122.0719308000,-29.007711766227317,6.9197793,0.1,178.78214,1594247478436,,,,
Fix,GT,37.4281099000,-122.0719272000,-28.925437640566997,7.6546354,0.1,177.64151,1594247479436,,,,
Fix,GT,37.4280374000,-122.0719236000,-28.983614878824483,8.430665,0.1,177.64738,1594247480436,,,,
Fix,GT,37.4279606000,-122.0719189000,-29.04798589867272,8.50034,0.1,177.31537,1594247481436,,,,
Fix,GT,37.4278856000,-122.0719146000,-28.96380129348637,8.159531,0.1,177.74677,1594247482436,,,,
Fix,GT,37.4278148000,-122.0719114000,-28.925987192305286,7.476885,0.1,178.53891,1594247483436,,,,
Fix,GT,37.4277529000,-122.0719106000,-28.90152590323669,6.200673,0.1,181.08043,1594247484436,,,,
Fix,GT,37.4277045000,-122.0719167000,-28.903710809936058,4.620406,0.1,187.9216,1594247485436,,,,
Fix,GT,37.4276693000,-122.0719333000,-28.831261955570994,3.8906393,0.1,203.60728,1594247486436,,,,
Fix,GT,37.4276490000,-122.0719648000,-28.69990685468281,3.5812087,0.1,231.81644,1594247487436,,,,
Fix,GT,37.4276453000,-122.0720058000,-28.57134861638457,3.7287598,0.1,263.62305,1594247488436,,,,
Fix,GT,37.4276546000,-122.0720472000,-28.2763826455556,4.008106,0.1,284.98972,1594247489436,,,,
Fix,GT,37.4276701000,-122.0720921000,-28.40259036450908,4.774269,0.1,294.141,1594247490436,,,,
Fix,GT,37.4276952000,-122.0721381000,-28.41079283524357,5.1149254,0.1,308.79102,1594247491436,,,,
Fix,GT,37.4277379000,-122.0721635000,-28.474067491633946,5.667879,0.1,339.2288,1594247492436,,,,
Fix,GT,37.4277923000,-122.0721690000,-28.48389103437512,6.534059,0.1,356.69815,1594247493436,,,,
Fix,GT,37.4278543000,-122.0721703000,-28.552066974670424,7.178849,0.1,359.83286,1594247494436,,,,
Fix,GT,37.4279204000,-122.0721696000,-28.66688075068032,7.49004,0.1,0.9886919,1594247495436,,,,
Fix,GT,37.4279890000,-122.0721679000,-28.812251987393324,7.680829,0.1,1.4369332,1594247496436,,,,
Fix,GT,37.4280572000,-122.0721660000,-28.777173696274872,7.423895,0.1,1.5354774,1594247497436,,,,
Fix,GT,37.4281215000,-122.0721635000,-28.650534714828154,6.8326874,0.1,1.9987681,1594247498436,,,,
Fix,GT,37.4281806000,-122.0721609000,-28.726430144517394,6.2794905,0.1,1.7011304,1594247499436,,,,
Fix,GT,37.4282334000,-122.0721609000,-28.817340449285666,5.326894,0.1,358.57788,1594247500436,,,,
Fix,GT,37.4282759000,-122.0721712000,-28.764898575407983,4.385767,0.1,346.47205,1594247501436,,,,
Fix,GT,37.4283075000,-122.0721980000,-28.663349206511725,3.9814675,0.1,324.0082,1594247502436,,,,
Fix,GT,37.4283265000,-122.0722390000,-28.584172038228417,4.2296233,0.1,298.44394,1594247503436,,,,
Fix,GT,37.4283318000,-122.0722903000,-28.479348340909326,4.793352,0.1,275.77304,1594247504436,,,,
Fix,GT,37.4283295000,-122.0723485000,-28.381721228718504,5.303097,0.1,267.01562,1594247505436,,,,
Fix,GT,37.4283256000,-122.0724070000,-28.296987446187586,4.9760127,0.1,263.6147,1594247506436,,,,
Fix,GT,37.4283151000,-122.0724585000,-28.2509850177492,4.328104,0.1,254.39478,1594247507436,,,,
Fix,GT,37.4283006000,-122.0724967000,-28.223347827355894,2.9168406,0.1,244.22752,1594247508436,,,,
Fix,GT,37.4282897000,-122.0725175000,-28.200074941930268,1.4985191,0.1,238.47693,1594247509436,,,,
Fix,GT,37.4282856000,-122.0725257000,-28.19216375873293,0.24443367,0.1,237.44133,1594247510436,,,,
Fix,GT,37.4282856000,-122.0725260000,-28.19916288791495,0.048149258,0.1,237.43918,1594247511436,,,,
Fix,GT,37.4282855000,-122.0725264000,-28.19716445213072,0.06317215,0.1,237.4315,1594247512436,,,,
Fix,GT,37.4282855000,-122.0725265000,-28.198164277770047,0.008706851,0.1,237.43004,1594247513436,,,,
Fix,GT,37.4282855000,-122.0725265000,-28.198800200259655,0.0077070273,0.1,237.43115,1594247514436,,,,
Fix,GT,37.4282855000,-122.0725266000,-28.199800491333008,0.003836743,0.1,237.43199,1594247515436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.003444693,0.1,237.43155,1594247516436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.002876177,0.1,237.43204,1594247517436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0028261677,0.1,237.4322,1594247518436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.003774433,0.1,237.43207,1594247519436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.43217,1594247520436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.001448554,0.1,237.43198,1594247521436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0006371121,0.1,237.43199,1594247522436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.00063711207,0.1,237.43248,1594247523436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00063711207,0.1,237.4315,1594247524436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0012639004,0.1,237.43187,1594247525436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0003628882,0.1,237.43219,1594247526436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0006371117,0.1,237.432,1594247527436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.43224,1594247528436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0006371114,0.1,237.43167,1594247529436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.4318,1594247530436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00063711125,0.1,237.43237,1594247531436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0009999999,0.1,237.4322,1594247532436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0,0.1,237.4321,1594247533436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.00036288885,0.1,237.43297,1594247534436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0006371111,0.1,237.43248,1594247535436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.00036288903,0.1,237.43358,1594247536436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0,0.1,237.43239,1594247537436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.001,0.1,237.4319,1594247538436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0012639,0.1,237.4319,1594247539436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.001,0.1,237.43245,1594247540436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0009010104,0.1,237.43144,1594247541436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.001,0.1,237.43208,1594247542436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0003628895,0.1,237.43245,1594247543436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00090101035,0.1,237.43268,1594247544436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.4321,1594247545436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0019378256,0.1,237.43301,1594247546436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.4323,1594247547436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.0012638996,0.1,237.4326,1594247548436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.001,0.1,237.43214,1594247549436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.00036289004,0.1,237.4328,1594247550436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0006371099,0.1,237.43219,1594247551436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0005132042,0.1,237.43307,1594247552436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0009010094,0.1,237.43285,1594247553436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.43288,1594247554436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801008915846,0.001150314,0.1,237.4334,1594247555436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0003628904,0.1,237.43341,1594247556436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0006371097,0.1,237.43343,1594247557436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.00036289042,0.1,237.43343,1594247558436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.43314,1594247559436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00063710957,0.1,237.4329,1594247560436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00036289057,0.1,237.43272,1594247561436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.43271,1594247562436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0012638994,0.1,237.43282,1594247563436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00063710933,0.1,237.43312,1594247564436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.43312,1594247565436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0006371092,0.1,237.43306,1594247566436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00036289086,0.1,237.43365,1594247567436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0009010083,0.1,237.43343,1594247568436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0010000002,0.1,237.4333,1594247569436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.43356,1594247570436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.001,0.1,237.4336,1594247571436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.001,0.1,237.43341,1594247572436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.43338,1594247573436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.43352,1594247574436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.0,0.1,237.43358,1594247575436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0006371088,0.1,237.43365,1594247576436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200802689814623,0.0,0.1,237.43356,1594247577436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00063710875,0.1,237.43382,1594247578436,,,,
Fix,GT,37.4282854000,-122.0725266000,-28.200801849365234,0.00036289133,0.1,237.4341,1594247579436,,,,
