MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.3712412000,-122.0480837000,9.809268089714465,2.5558646,0.1,274.70218,1615418002440,,,,
Fix,GT,37.3712463000,-122.0481145000,9.844081242891889,3.0292087,0.1,280.3608,1615418003440,,,,
Fix,GT,37.3712533000,-122.0481506000,9.899487292642618,3.4213648,0.1,282.8136,1615418004440,,,,
Fix,GT,37.3712603000,-122.0481886000,9.954862823605453,3.3948169,0.1,283.0578,1615418005440,,,,
Fix,GT,37.3712670000,-122.0482257000,10.071049265176129,3.2711225,0.1,282.9716,1615418006440,,,,
Fix,GT,37.3712736000,-122.0482621000,9.974206014454694,3.3264318,0.1,283.0047,1615418007440,,,,
Fix,GT,37.3712810000,-122.0482987000,9.934237456463421,3.3568783,0.1,284.23004,1615418008440,,,,
Fix,GT,37.3712893000,-122.0483353000,9.872362224221888,3.352356,0.1,285.8401,1615418009440,,,,
Fix,GT,37.3712976000,-122.0483709000,9.852050121189649,3.1082797,0.1,286.1996,1615418010440,,,,
Fix,GT,37.3713038000,-122.0484008000,9.88023698804085,2.3290005,0.1,284.70718,1615418011440,,,,
Fix,GT,37.3713076000,-122.0484204000,9.909643400853838,1.1913848,0.1,284.0223,1615418012440,,,,
Fix,GT,37.3713088000,-122.0484271000,9.909643696226112,0.19872066,0.1,283.87228,1615418013440,,,,
Fix,GT,37.3713092000,-122.0484293000,9.909049692480266,0.2922117,0.1,283.8248,1615418014440,,,,
Fix,GT,37.3713103000,-122.0484344000,9.912049293518066,0.66869426,0.1,283.70383,1615418015440,,,,
Fix,GT,37.3713124000,-122.0484457000,9.9292688369394,1.4299785,0.1,283.45544,1615418016440,,,,
Fix,GT,37.3713160000,-122.0484659000,9.970268638138236,2.1746466,0.1,282.962,1615418017440,,,,
Fix,GT,37.3713202000,-122.0484903000,9.990080558865998,2.155693,0.1,282.36066,1615418018440,,,,
Fix,GT,37.3713243000,-122.0485130000,10.025486830089534,2.0312746,0.1,282.7176,1615418019440,,,,
Fix,GT,37.3713320000,-122.0485338000,10.009955425833681,1.7371709,0.1,291.45767,1615418020440,,,,
Fix,GT,37.3713454000,-122.0485460000,9.820705618205182,1.8486178,0.1,311.4705,1615418021440,,,,
Fix,GT,37.3713657000,-122.0485526000,9.816206384636502,2.4293284,0.1,334.68698,1615418022440,,,,
Fix,GT,37.3713925000,-122.0485515000,9.941268354628704,3.3416584,0.1,356.88956,1615418023440,,,,
Fix,GT,37.3714290000,-122.0485422000,9.977861992266753,4.8561363,0.1,10.524967,1615418024440,,,,
Fix,GT,37.3714772000,-122.0485247000,9.952424752705326,6.0148087,0.1,16.082653,1615418025440,,,,
Fix,GT,37.3715290000,-122.0485030000,9.897611529174497,6.0209923,0.1,18.869705,1615418026440,,,,
Fix,GT,37.3715789000,-122.0484783000,9.83658075339082,5.8237123,0.1,22.314842,1615418027440,,,,
Fix,GT,37.3716224000,-122.0484493000,9.760237099620696,4.995476,0.1,29.297215,1615418028440,,,,
Fix,GT,37.3716554000,-122.0484176000,9.710487449225724,4.4010534,0.1,38.88992,1615418029440,,,,
Fix,GT,37.3716814000,-122.0483803000,9.6948625860214,4.454257,0.1,49.300297,1615418030440,,,,
Fix,GT,37.3717044000,-122.0483351000,9.70348718988447,4.9973965,0.1,58.32841,1615418031440,,,,
Fix,GT,37.3717232000,-122.0482794000,9.729299657587092,5.703566,0.1,68.58003,1615418032440,,,,
Fix,GT,37.3717351000,-122.0482115000,9.77208100943892,6.569688,0.1,79.629364,1615418033440,,,,
Fix,GT,37.3717349000,-122.0481318000,9.774049758911133,7.5122156,0.1,93.40378,1615418034440,,,,
Fix,GT,37.3717206000,-122.0480431000,9.75983077175141,8.523915,0.1,103.06977,1615418035440,,,,
Fix,GT,37.3716997000,-122.0479442000,9.736643631871345,9.583745,0.1,104.99051,1615418036440,,,,
Fix,GT,37.3716766000,-122.0478345000,9.721861770509179,10.465349,0.1,104.548485,1615418037440,,,,
Fix,GT,37.3716528000,-122.0477171000,9.69023711407334,10.95141,0.1,104.32749,1615418038440,,,,
Fix,GT,37.3716277000,-122.0475946000,9.647611824397757,11.486908,0.1,104.474594,1615418039440,,,,
Fix,GT,37.3716012000,-122.0474659000,9.609987215397382,12.040783,0.1,104.38847,1615418040440,,,,
Fix,GT,37.3715740000,-122.0473319000,9.543799571839543,12.381615,0.1,104.432976,1615418041440,,,,
Fix,GT,37.3715455000,-122.0471961000,9.492424997622322,12.530052,0.1,104.89522,1615418042440,,,,
Fix,GT,37.3715158000,-122.0470576000,9.423424857857867,12.8911915,0.1,105.17556,1615418043440,,,,
Fix,GT,37.3714857000,-122.0469153000,9.357018448411225,13.149204,0.1,104.80909,1615418044440,,,,
Fix,GT,37.3714555000,-122.0467706000,9.282612328744023,13.344812,0.1,104.66389,1615418045440,,,,
Fix,GT,37.3714249000,-122.0466238000,9.216424416831643,13.532814,0.1,104.65512,1615418046440,,,,
Fix,GT,37.3713937000,-122.0464748000,9.138173808006087,13.75584,0.1,104.930786,1615418047440,,,,
Fix,GT,37.3713615000,-122.0463234000,8.994393730792751,13.970806,0.1,104.914375,1615418048440,,,,
Fix,GT,37.3713291000,-122.0461699000,8.94139301222748,14.156992,0.1,104.87606,1615418049440,,,,
Fix,GT,37.3712962000,-122.0460146000,8.87442468356386,14.308138,0.1,104.88566,1615418050440,,,,
Fix,GT,37.3712635000,-122.0458582000,8.829986913807886,14.3349285,0.1,104.761505,1615418051440,,,,
Fix,GT,37.3712309000,-122.0457025000,8.783424252124234,14.174933,0.1,104.84038,1615418052440,,,,
Fix,GT,37.3711984000,-122.0455486000,8.778455893938087,14.02551,0.1,104.81419,1615418053440,,,,
Fix,GT,37.3711663000,-122.0453962000,8.80592439460844,13.90139,0.1,104.95807,1615418054440,,,,
Fix,GT,37.3711335000,-122.0452452000,8.847643390036978,13.843973,0.1,105.44093,1615418055440,,,,
Fix,GT,37.3710998000,-122.0450950000,8.84204986220746,13.754558,0.1,105.78989,1615418056440,,,,
Fix,GT,37.3710660000,-122.0449460000,8.841830852027442,13.68025,0.1,105.925354,1615418057440,,,,
Fix,GT,37.3710323000,-122.0447977000,8.812049603103105,13.633183,0.1,106.0175,1615418058440,,,,
Fix,GT,37.3709985000,-122.0446503000,8.769830612120245,13.538979,0.1,106.08601,1615418059440,,,,
Fix,GT,37.3709649000,-122.0445037000,8.699049690394105,13.504261,0.1,106.0722,1615418060440,,,,
Fix,GT,37.3709312000,-122.0443577000,8.633611882572097,13.380934,0.1,106.22183,1615418061440,,,,
Fix,GT,37.3708971000,-122.0442141000,8.544986676571284,13.178999,0.1,106.877914,1615418062440,,,,
Fix,GT,37.3708621000,-122.0440717000,8.444549968097334,13.215437,0.1,107.26769,1615418063440,,,,
Fix,GT,37.3708269000,-122.0439296000,8.326799664026794,13.126379,0.1,107.32781,1615418064440,,,,
Fix,GT,37.3707916000,-122.0437886000,8.229206373603972,13.059025,0.1,107.545555,1615418065440,,,,
Fix,GT,37.3707560000,-122.0436482000,8.142768718058505,13.034788,0.1,107.792404,1615418066440,,,,
Fix,GT,37.3707200000,-122.0435082000,8.037799478257085,13.02857,0.1,107.86216,1615418067440,,,,
Fix,GT,37.3706844000,-122.0433681000,7.954424993279758,13.025913,0.1,107.73216,1615418068440,,,,
Fix,GT,37.3706488000,-122.0432278000,7.870580899354593,13.069361,0.1,107.7801,1615418069440,,,,
Fix,GT,37.3706126000,-122.0430866000,7.775799594908605,13.20993,0.1,107.84791,1615418070440,,,,
Fix,GT,37.3705760000,-122.0429439000,7.705206436217168,13.356102,0.1,108.0009,1615418071440,,,,
Fix,GT,37.3705386000,-122.0427997000,7.632643960716635,13.489171,0.1,107.9851,1615418072440,,,,
Fix,GT,37.3705016000,-122.0426547000,7.582174793242473,13.452451,0.1,107.817856,1615418073440,,,,
Fix,GT,37.3704645000,-122.0425105000,7.492581347880986,13.369266,0.1,107.79515,1615418074440,,,,
Fix,GT,37.3704285000,-122.0423676000,7.421206037819729,13.163652,0.1,107.534325,1615418075440,,,,
Fix,GT,37.3703928000,-122.0422274000,7.354018661676548,12.9081745,0.1,107.840935,1615418076440,,,,
Fix,GT,37.3703571000,-122.0420902000,7.28461287918789,12.661985,0.1,108.21254,1615418077440,,,,
Fix,GT,37.3703219000,-122.0419557000,7.226018878220202,12.406597,0.1,108.19341,1615418078440,,,,
Fix,GT,37.3702875000,-122.0418240000,7.178206289167065,12.143786,0.1,108.11641,1615418079440,,,,
Fix,GT,37.3702536000,-122.0416948000,7.123425158410612,11.941574,0.1,108.38161,1615418080440,,,,
Fix,GT,37.3702201000,-122.0415693000,7.095237604614255,11.396669,0.1,108.60271,1615418081440,,,,
Fix,GT,37.3701885000,-122.0414528000,7.074050160469113,10.331552,0.1,108.99318,1615418082440,,,,
Fix,GT,37.3701601000,-122.0413509000,7.05164388150061,8.719675,0.1,109.41234,1615418083440,,,,
Fix,GT,37.3701370000,-122.0412688000,7.038050384463375,6.7045,0.1,109.42182,1615418084440,,,,
Fix,GT,37.3701199000,-122.0412069000,7.0216436715730595,4.8382845,0.1,108.963974,1615418085440,,,,
Fix,GT,37.3701089000,-122.0411660000,7.008237427593997,2.8388484,0.1,108.75432,1615418086440,,,,
Fix,GT,37.3701035000,-122.0411463000,7.001456227897734,0.8738397,0.1,108.76801,1615418087440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.993050306828323,0.005470631,0.1,108.78378,1615418088440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.990050047339494,0.0018125239,0.1,108.78324,1615418089440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.0,0.1,108.782295,1615418090440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.990049839019775,0.000593738,0.1,108.78242,1615418091440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0,0.1,108.782425,1615418092440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0,0.1,108.78227,1615418093440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.0,0.1,108.782425,1615418094440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0014142136,0.1,108.78259,1615418095440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.0,0.1,108.78252,1615418096440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0012459343,0.1,108.78255,1615418097440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.001,0.1,108.78239,1615418098440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.001,0.1,108.78239,1615418099440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.001,0.1,108.78249,1615418100440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.001,0.1,108.78258,1615418101440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.001,0.1,108.78232,1615418102440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.001245934,0.1,108.78261,1615418103440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0010000002,0.1,108.7827,1615418104440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.001,0.1,108.782684,1615418105440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0,0.1,108.78266,1615418106440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.0,0.1,108.78265,1615418107440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049911499023,0.0,0.1,108.782524,1615418108440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049703209105,0.000406263,0.1,108.78247,1615418109440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0010000002,0.1,108.78254,1615418110440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.00040626305,0.1,108.78258,1615418111440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989050119788942,0.0010000002,0.1,108.7825,1615418112440,,,,
Fix,GT,37.3701030000,-122.0411442000,6.989049703209105,0.0014062631,0.1,108.78234,1615418113440,,,,
Fix,GT,37.3701028000,-122.0411434000,6.981456040201124,0.35542667,0.1,108.78931,1615418114440,,,,
Fix,GT,37.3700996000,-122.0411318000,6.971643956185346,2.0122485,0.1,108.835976,1615418115440,,,,
Fix,GT,37.3700909000,-122.0411000000,6.9622372135822275,3.967945,0.1,108.924644,1615418116440,,,,
Fix,GT,37.3700767000,-122.0410482000,6.944019011288859,5.7607107,0.1,109.01143,1615418117440,,,,
Fix,GT,37.3700572000,-122.0409771000,6.927644013854334,7.401362,0.1,108.98418,1615418118440,,,,
Fix,GT,37.3700339000,-122.0408917000,6.907018624542616,8.541849,0.1,108.986824,1615418119440,,,,
Fix,GT,37.3700073000,-122.0407944000,6.8866437125796836,9.674494,0.1,108.834274,1615418120440,,,,
Fix,GT,37.3699779000,-122.0406850000,6.889643495052539,10.781377,0.1,108.525894,1615418121440,,,,
Fix,GT,37.3699460000,-122.0405635000,6.867237630369232,11.867199,0.1,108.12064,1615418122440,,,,
Fix,GT,37.3699120000,-122.0404312000,6.839456730843111,12.699759,0.1,107.822586,1615418123440,,,,
Fix,GT,37.3698763000,-122.0402906000,6.823831378404748,13.420294,0.1,107.78922,1615418124440,,,,
Fix,GT,37.3698388000,-122.0401437000,6.791237416507784,13.789196,0.1,107.698685,1615418125440,,,,
Fix,GT,37.3698009000,-122.0399955000,6.760425222932241,13.766195,0.1,107.90862,1615418126440,,,,
Fix,GT,37.3697629000,-122.0398477000,6.7072064722497515,13.745951,0.1,107.96034,1615418127440,,,,
Fix,GT,37.3697247000,-122.0397000000,6.619393914160469,13.751997,0.1,107.978516,1615418128440,,,,
Fix,GT,37.3696867000,-122.0395523000,6.58908113026628,13.748356,0.1,107.900894,1615418129440,,,,
Fix,GT,37.3696487000,-122.0394044000,6.597706427459116,13.854072,0.1,108.00988,1615418130440,,,,
Fix,GT,37.3696095000,-122.0392531000,6.62023721471482,14.340027,0.1,107.897285,1615418131440,,,,
Fix,GT,37.3695695000,-122.0390965000,6.6234876792153585,14.679141,0.1,107.78564,1615418132440,,,,
Fix,GT,37.3695294000,-122.0389398000,6.625612640805656,14.482798,0.1,107.84692,1615418133440,,,,
Fix,GT,37.3694900000,-122.0387855000,6.58983144712235,14.191225,0.1,107.83346,1615418134440,,,,
Fix,GT,37.3694509000,-122.0386346000,6.5520501136779785,13.913071,0.1,108.0456,1615418135440,,,,
Fix,GT,37.3694125000,-122.0384869000,6.5278311694891045,13.623356,0.1,108.03159,1615418136440,,,,
Fix,GT,37.3693752000,-122.0383421000,6.52383107131206,13.331083,0.1,107.96852,1615418137440,,,,
Fix,GT,37.3693386000,-122.0382004000,6.495019112586874,13.049734,0.1,107.93236,1615418138440,,,,
Fix,GT,37.3693029000,-122.0380612000,6.4528311679676875,12.923525,0.1,107.7671,1615418139440,,,,
Fix,GT,37.3692672000,-122.0379208000,6.446425276165783,13.164635,0.1,107.72567,1615418140440,,,,
Fix,GT,37.3692309000,-122.0377782000,6.436018903849913,13.289887,0.1,107.775536,1615418141440,,,,
Fix,GT,37.3691947000,-122.0376355000,6.407237591268654,13.249802,0.1,107.68236,1615418142440,,,,
Fix,GT,37.3691587000,-122.0374921000,6.381831451539753,13.448833,0.1,107.328606,1615418143440,,,,
Fix,GT,37.3691238000,-122.0373452000,6.36342490101265,13.671167,0.1,106.18659,1615418144440,,,,
Fix,GT,37.3690909000,-122.0371958000,6.344268711151813,13.823832,0.1,105.27008,1615418145440,,,,
Fix,GT,37.3690583000,-122.0370427000,6.310643515645978,14.27375,0.1,104.786606,1615418146440,,,,
Fix,GT,37.3690261000,-122.0368840000,6.244393528962405,14.732687,0.1,103.84564,1615418147440,,,,
Fix,GT,37.3689949000,-122.0367198000,6.191862337079115,15.143404,0.1,103.19674,1615418148440,,,,
Fix,GT,37.3689641000,-122.0365519000,6.127612764836272,15.322929,0.1,103.002914,1615418149440,,,,
Fix,GT,37.3689327000,-122.0363813000,6.087643654109058,15.788164,0.1,102.94928,1615418150440,,,,
Fix,GT,37.3689007000,-122.0362035000,6.050643951655445,16.44072,0.1,102.73821,1615418151440,,,,
Fix,GT,37.3688677000,-122.0360196000,6.033050060272217,16.973358,0.1,102.75953,1615418152440,,,,
Fix,GT,37.3688333000,-122.0358303000,6.016237424278103,17.320362,0.1,103.032005,1615418153440,,,,
Fix,GT,37.3687980000,-122.0356390000,5.996768308488868,17.471092,0.1,103.09086,1615418154440,,,,
Fix,GT,37.3687619000,-122.0354462000,5.956425297199587,17.612179,0.1,103.26029,1615418155440,,,,
Fix,GT,37.3687257000,-122.0352529000,5.9200503206268,17.568441,0.1,103.132225,1615418156440,,,,
Fix,GT,37.3686905000,-122.0350595000,5.885268789294969,17.573256,0.1,103.056145,1615418157440,,,,
Fix,GT,37.3686536000,-122.0348668000,5.884487637401207,17.536621,0.1,103.86992,1615418158440,,,,
Fix,GT,37.3686139000,-122.0346760000,5.851831160719087,17.362299,0.1,105.35214,1615418159440,,,,
Fix,GT,37.3685707000,-122.0344888000,5.798424954648709,17.174335,0.1,106.75285,1615418160440,,,,
Fix,GT,37.3685239000,-122.0343043000,5.77308134138741,17.126905,0.1,108.54829,1615418161440,,,,
Fix,GT,37.3684721000,-122.0341226000,5.7614247769374884,17.043541,0.1,110.550064,1615418162440,,,,
Fix,GT,37.3684158000,-122.0339441000,5.721456496595351,16.936396,0.1,112.320885,1615418163440,,,,
Fix,GT,37.3683565000,-122.0337686000,5.6837999680965225,16.811033,0.1,113.52277,1615418164440,,,,
Fix,GT,37.3682948000,-122.0335967000,5.675206378312822,16.549694,0.1,114.871864,1615418165440,,,,
Fix,GT,37.3682302000,-122.0334300000,5.610018692611106,16.275381,0.1,116.76597,1615418166440,,,,
Fix,GT,37.3681626000,-122.0332690000,5.572612307046242,15.921604,0.1,118.39419,1615418167440,,,,
Fix,GT,37.3680942000,-122.0331147000,5.561612434087124,15.222559,0.1,119.59146,1615418168440,,,,
Fix,GT,37.3680280000,-122.0329722000,5.573456256031022,13.93814,0.1,120.81499,1615418169440,,,,
Fix,GT,37.3679656000,-122.0328446000,5.569831271644944,12.564785,0.1,122.0857,1615418170440,,,,
Fix,GT,37.3679079000,-122.0327320000,5.559237542869596,11.158435,0.1,123.1761,1615418171440,,,,
Fix,GT,37.3678553000,-122.0326339000,5.5468623741830925,9.663245,0.1,124.34941,1615418172440,,,,
Fix,GT,37.3678102000,-122.0325533000,5.541050122411548,7.718362,0.1,125.44196,1615418173440,,,,
Fix,GT,37.3677750000,-122.0324922000,5.531237829986651,5.616315,0.1,125.98501,1615418174440,,,,
Fix,GT,37.3677508000,-122.0324508000,5.5176439600000435,3.6029522,0.1,126.2304,1615418175440,,,,
Fix,GT,37.3677357000,-122.0324249000,5.506643967690536,2.1633422,0.1,126.31121,1615418176440,,,,
Fix,GT,37.3677272000,-122.0324103000,5.501643525212472,0.9862484,0.1,126.26872,1615418177440,,,,
Fix,GT,37.3677243000,-122.0324054000,5.496050044776496,0.25279364,0.1,126.23839,1615418178440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.0018784539,0.1,126.23837,1615418179440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.002612353,0.1,126.2368,1615418180440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4930500984191895,0.001,0.1,126.23635,1615418181440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.0014142136,0.1,126.236404,1615418182440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0005745431,0.1,126.236404,1615418183440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.00059373665,0.1,126.236275,1615418184440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.00059373665,0.1,126.236275,1615418185440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.001,0.1,126.23625,1615418186440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0009999999,0.1,126.23632,1615418187440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.00040626348,0.1,126.23641,1615418188440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.001,0.1,126.23621,1615418189440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.0,0.1,126.23603,1615418190440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.001,0.1,126.23613,1615418191440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.00040626363,0.1,126.236244,1615418192440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0,0.1,126.236336,1615418193440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0,0.1,126.23618,1615418194440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.0,0.1,126.23627,1615418195440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0,0.1,126.23637,1615418196440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.00040626395,0.1,126.236404,1615418197440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0,0.1,126.23657,1615418198440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0,0.1,126.236565,1615418199440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.00040626398,0.1,126.23661,1615418200440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.00083966943,0.1,126.23661,1615418201440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0004062641,0.1,126.23678,1615418202440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0013276336,0.1,126.23668,1615418203440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0020856026,0.1,126.237,1615418204440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.0011682801,0.1,126.23679,1615418205440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050334574287,0.0019021779,0.1,126.236595,1615418206440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0005937357,0.1,126.23636,1615418207440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0005937357,0.1,126.2365,1615418208440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0,0.1,126.23658,1615418209440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0,0.1,126.23661,1615418210440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.492050007222588,0.0,0.1,126.23668,1615418211440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0012459334,0.1,126.236626,1615418212440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.4920501708984375,0.0012459334,0.1,126.236664,1615418213440,,,,
Fix,GT,37.3677240000,-122.0324050000,5.491050079731636,0.002,0.1,126.23667,1615418214440,,,,
Fix,GT,37.3677237000,-122.0324045000,5.484050110457829,0.310291,0.1,126.2355,1615418215440,,,,
Fix,GT,37.3677194000,-122.0323972000,5.480050086975098,1.3445199,0.1,126.15763,1615418216440,,,,
Fix,GT,37.3677089000,-122.0323787000,5.470643833571728,2.762476,0.1,126.01066,1615418217440,,,,
Fix,GT,37.3676895000,-122.0323454000,5.466456383108039,4.480817,0.1,126.11479,1615418218440,,,,
Fix,GT,37.3676606000,-122.0322962000,5.467237532736988,6.4217625,0.1,126.440704,1615418219440,,,,
Fix,GT,37.3676208000,-122.0322298000,5.463674932779128,8.28272,0.1,127.20266,1615418220440,,,,
Fix,GT,37.3675713000,-122.0321501000,5.456237376215199,9.495821,0.1,128.21776,1615418221440,,,,
Fix,GT,37.3675140000,-122.0320616000,5.437643679104781,10.758049,0.1,129.4558,1615418222440,,,,
Fix,GT,37.3674480000,-122.0319630000,5.421456306933294,12.018997,0.1,130.40723,1615418223440,,,,
Fix,GT,37.3673736000,-122.0318565000,5.406862675783884,12.974924,0.1,131.82277,1615418224440,,,,
Fix,GT,37.3672916000,-122.0317459000,5.357612436113627,13.674057,0.1,133.55331,1615418225440,,,,
Fix,GT,37.3672032000,-122.0316332000,5.348050117492676,14.3471155,0.1,135.20038,1615418226440,,,,
Fix,GT,37.3671082000,-122.0315171000,5.3244251469346295,15.129161,0.1,135.85016,1615418227440,,,,
Fix,GT,37.3670086000,-122.0313951000,5.326268776539791,15.693802,0.1,135.62962,1615418228440,,,,
Fix,GT,37.3669064000,-122.0312703000,5.311425135252108,15.970682,0.1,136.05762,1615418229440,,,,
Fix,GT,37.3668017000,-122.0311445000,5.269424878033803,16.22626,0.1,136.22508,1615418230440,,,,
Fix,GT,37.3666956000,-122.0310166000,5.233237609619977,16.457901,0.1,136.13179,1615418231440,,,,
Fix,GT,37.3665881000,-122.0308874000,5.23464396619903,16.59165,0.1,136.37347,1615418232440,,,,
Fix,GT,37.3664796000,-122.0307574000,5.224831194225175,16.726913,0.1,136.27757,1615418233440,,,,
Fix,GT,37.3663706000,-122.0306257000,5.182643920363063,16.870192,0.1,135.9285,1615418234440,,,,
